符合條件商品
資料日期：2026年  7月 17日
策略,	Total pool
"序號","代碼","商品","成交","漲幅%","總量","總市值(元)",月營收年增率
1193	,"5490.TW","同亨","28.4","-6.73","1221","2730000000",50.22
1194	,"5493.TW","三聯","79.5","-5.13","377","3473000000",19.3
1195	,"5498.TW","凱崴","49.05","-9.17","3730","9493000000",80.28
1196	,"5508.TW","永信建","54.7","-3.19","637","11893000000",329.34
1197	,"5511.TW","德昌","67.9","2.26","458","9234000000",3.9
1198	,"5512.TW","力麒","7.85","-2","917","6015000000",9.76
1199	,"5514.TW","三豐","13.45","-1.82","21","3175000000",262.86
1200	,"5515.TW","建國","41.6","-0.72","364","8386000000",24.55
1201	,"5516.TW","雙喜","10.55","0","61","543000000",37.2
1202	,"5519.TW","隆大","28","-1.58","758","6444000000",3.45
1203	,"5520.TW","力泰","82.3","0.12","5","4935000000",1.26
1204	,"5521.TW","工信","10.05","-2.9","6468","4947000000",-0.66
1205	,"5522.TW","遠雄","68.1","-1.87","1204","53226000000",2513.5
1206	,"5523.TW","豐謙","30.4","0","19","4712000000",2.7
1207	,"5525.TW","順天","21.8","-1.58","99","6934000000",4115.01
1208	,"5529.TW","鉅陞","21.3","-3.4","35","2252000000",2135.47
1209	,"5530.TW","龍巖","48.35","-0.31","608","20311000000",-8.33
1210	,"5531.TW","鄉林","7.73","-2.15","603","7556000000",6.03
1211	,"5533.TW","皇鼎","13.95","1.09","352","3979000000",-29.51
1212	,"5534.TW","長虹","81.2","-0.61","1170","25604000000",124.21
1213	,"5536.TW","聖暉*","1140","-9.88","661","141452000000",24.9
1214	,"5538.TW","東明-KY","34.8","0.29","40","7001000000",22.25
1215	,"5543.TW","桓鼎-KY","29.1","1.04","1","1359000000",1.29
1216	,"5546.TW","永固-KY","16.7","-0.3","34","1375000000",-35.69
1217	,"5547.TW","久舜","19.9","-1.49","57","1014000000",-4.47
1218	,"5548.TW","安倉","23.9","0.21","107","1398000000",3.93
1219	,"5601.TW","台聯櫃","31","-3.43","19","2008000000",2.76
1220	,"5603.TW","陸海","14.35","-0.35","242","1504000000",13.72
1221	,"5604.TW","中連","30.65","-0.16","31","3334000000",2.76
1222	,"5607.TW","遠雄港","49.05","-3.63","637","18175000000",37.01
1223	,"5608.TW","四維航","13.55","-5.24","3362","5274000000",21.83
1224	,"5609.TW","中菲行","77.3","-1.15","233","11044000000",35.26
1225	,"5701.TW","劍湖山","4.7","6.82","234","672000000",-23.53
1226	,"5703.TW","亞都","13.9","-0.71","0","976000000",66.7
1227	,"5704.TW","老爺知","21.5","-1.38","25","1265000000",-96.55
1228	,"5706.TW","鳳凰","45.9","-2.24","335","3897000000",-2.89
1229	,"5864.TW","致和證","33.2","-7.91","4490","16749000000",107.08
1230	,"5871.TW","中租-KY","119.5","-0.83","10605","204514000000",-0.82
1231	,"5876.TW","上海商銀","45.2","0.56","24573","219744000000",-4.39
1232	,"5878.TW","台名","38.8","-0.13","4","970000000",0.1
1233	,"5880.TW","合庫金","25.35","-0.59","27330","397511000000",-8.4
1234	,"5902.TW","德記","33.9","-0.73","44","3203000000",0.91
1235	,"5903.TW","全家","188","0","45","41965000000",3.25
1236	,"5904.TW","寶雅","615","-1.28","1083","65463000000",8.35
1237	,"5905.TW","南仁湖","8.85","-2.64","1029","2492000000",227.08
1238	,"5906.TW","台南-KY","38","0.13","3","1358000000",10.07
1239	,"5907.TW","大洋-KY","4.9","-0.61","257","958000000",14.52
1240	,"6005.TW","群益證","33","-4.76","14506","71639000000",101.2
1241	,"6015.TW","宏遠證","16.5","-4.62","2715","6598000000",270.84
1242	,"6016.TW","康和證","24","-5.7","8535","16478000000",-46.81
1243	,"6020.TW","大展證","21.75","0","7","5488000000",14.85
1244	,"6021.TW","美好證","37.45","-4.1","215","11693000000",-25.52
1245	,"6023.TW","元大期","87.8","-1.01","1916","32308000000",86.15
1246	,"6024.TW","群益期","64.5","-1.07","564","16120000000",124.15
1247	,"6026.TW","福邦證","14.1","-4.08","2199","5585000000",1448.39
1248	,"6028.TW","公勝保經","78.7","-1.5","17","1967000000",46.79
1249	,"6101.TW","寬魚國際","38.25","-2.17","385","4406000000",-65.59
1250	,"6103.TW","合邦","30.2","0","3","410000000",-34.03
1251	,"6104.TW","創惟","90","-7.41","2654","8201000000",5.66
1252	,"6108.TW","競國","16.5","-5.44","926","2549000000",46.33
1253	,"6109.TW","亞元","11.75","-3.69","350","1031000000",-2.06
1254	,"6111.TW","光聚晶電","40","-3.38","425","4340000000",133.19
1255	,"6112.TW","邁達特","41.55","-1.66","502","5083000000",-2.29
1256	,"6113.TW","亞矽","23","-6.5","272","1208000000",129.64
1257	,"6114.TW","久威","28.25","-2.75","18","1240000000",-1.61
1258	,"6115.TW","鎰勝","45.15","-1.2","175","8472000000",15.96
1259	,"6116.TW","彩晶","15","-6.83","35265","42879000000",15.98
1260	,"6117.TW","迎廣","66.2","-2.5","386","6126000000",-11.35
1261	,"6118.TW","建達","16.1","-5.01","612","1463000000",3.14
1262	,"6120.TW","達運","13.2","-7.04","6052","7906000000",42.06
1263	,"6121.TW","新普","370.5","-4.14","1009","68531000000",11.5
1264	,"6122.TW","擎邦","50.6","-2.5","754","3951000000",20.25
1265	,"6123.TW","上奇","41.8","-1.42","58","2595000000",-8.07
1266	,"6124.TW","業強","26.5","-4.5","49","4835000000",-29.57
1267	,"6125.TW","廣運","50.5","-7.85","2022","13080000000",22.57
1268	,"6126.TW","信音","30.65","-5.55","1224","3977000000",59.02
1269	,"6127.TW","九豪","60.1","-9.9","3975","6495000000",11.74
1270	,"6128.TW","上福","20","-2.91","119","2551000000",3.3
1271	,"6129.TW","普誠","15.35","-7.81","1557","2777000000",36.54
1272	,"6130.TW","上亞科技","24.9","-8.96","385","1152000000",70.87
1273	,"6133.TW","金橋","21.05","-7.27","2141","2462000000",15.35
1274	,"6134.TW","萬旭","26.25","-6.75","541","2149000000",36.38
1275	,"6136.TW","富爾特","24.15","-0.82","174","2790000000",15.12
1276	,"6138.TW","茂達","305","-6.73","1438","23068000000",11.1
1277	,"6139.TW","亞翔","799","-7.95","4893","188224000000",49.7
1278	,"6140.TW","訊達","17.8","-3.78","137","977000000",-28.26
1279	,"6141.TW","柏承","40.7","-6.97","4393","4613000000",34.7
1280	,"6142.TW","友勁","9.39","-6.57","1925","2156000000",14.46
1281	,"6143.TW","振曜","98.8","-4.54","1096","8502000000",30.63
1282	,"6144.TW","得利影","13.6","-1.81","9","520000000",-5.74
1283	,"6146.TW","耕興","185.5","-2.62","434","18896000000",12.74
1284	,"6147.TW","頎邦","178.5","-9.85","25127","132910000000",27.06
1285	,"6148.TW","驊宏資","29.25","-4.88","319","1363000000",-2.86
1286	,"6150.TW","撼訊","57","-5.63","287","2755000000",-30.19
1287	,"6151.TW","晉倫","36.05","-4.38","346","1992000000",16.04
1288	,"6152.TW","百一","12","-5.14","794","2012000000",26.28
1289	,"6153.TW","嘉聯益","16.95","-6.87","6011","10783000000",24.96
1290	,"6154.TW","順發","13.55","-1.09","38","1085000000",-1.32
1291	,"6155.TW","鈞寶","60.2","-9.88","2070","5298000000",47.94
1292	,"6156.TW","松上","24.35","-7.41","4222","2626000000",55.51
1293	,"6158.TW","禾昌","17.8","-5.07","65","991000000",19.97
1294	,"6160.TW","欣技","15","-4.76","158","1027000000",-43.35
1295	,"6161.TW","捷波","48","-7.16","389","2699000000",42.67
1296	,"6163.TW","華電網","40.3","-9.54","2934","5998000000",61.38
1297	,"6164.TW","華興","12.75","-6.59","1394","1020000000",28.04
1298	,"6165.TW","浪凡","49.5","-2.75","2185","3848000000",18.44
1299	,"6166.TW","凌華","119.5","-6.64","1935","26023000000",25.89
1300	,"6167.TW","久正","10.75","-6.11","808","1569000000",-2.35
1301	,"6168.TW","宏齊","24.75","-7.48","2864","5092000000",6.73
1302	,"6169.TW","昱泉","14","-3.78","52","327000000",-98.38
1303	,"6170.TW","統振","46.55","-1.38","333","4527000000",-2.27
1304	,"6171.TW","大城地產","23.25","-1.48","71","2325000000",-98.15
1305	,"6173.TW","信昌電","194","-9.98","821","33212000000",29.08
1306	,"6174.TW","安碁","53.9","-9.87","653","2695000000",26.9
1307	,"6175.TW","立敦","99","-10","6031","14862000000",43.96
1308	,"6176.TW","瑞儀","84.5","-4.63","6281","39294000000",-15.03
1309	,"6177.TW","達麗","47.5","-1.04","2462","22414000000",1322.16
1310	,"6179.TW","亞通","24.8","-8.15","3328","4397000000",229.22
1311	,"6180.TW","橘子","43.5","-4.61","628","7633000000",7.56
1312	,"6182.TW","合晶","149.5","-9.94","58184","88749000000",14.11
1313	,"6183.TW","關貿","91.4","0.33","88","13710000000",7.45
1314	,"6184.TW","大豐電","42.6","-0.81","54","6740000000",-2.42
1315	,"6185.TW","幃翔","13.8","-2.82","192","2068000000",58.75
1316	,"6186.TW","新潤","42.3","-2.65","909","8244000000",-97.85
1317	,"6187.TW","萬潤","975","-9.3","2606","95806000000",87.06
1318	,"6188.TW","廣明","69.8","-5.29","1860","19429000000",-1.9
1319	,"6189.TW","豐藝","47.35","-3.47","880","12489000000",4.49
1320	,"6190.TW","萬泰科","68.4","-9.04","2847","13363000000",28.78
1321	,"6191.TW","精成科","89.2","-4.6","6424","44537000000",10.28
1322	,"6192.TW","巨路","115","-4.56","329","11057000000",16.94
1323	,"6194.TW","育富","30","0.33","148","1440000000",-51.98
1324	,"6195.TW","詩肯","26.5","0.38","60","1330000000",20.88
1325	,"6196.TW","帆宣","542","-8.14","2482","119418000000",120.99
1326	,"6197.TW","佳必琪","304.5","-6.45","2736","37174000000",45.21
1327	,"6198.TW","瑞築","19.9","-2.93","53","3410000000",0
1328	,"6199.TW","天品","100","-3.85","395","6176000000",476.98
1329	,"6201.TW","亞弘電","49.05","0.1","69","4375000000",-2.59
1330	,"6202.TW","盛群","57.7","-9.98","5877","13049000000",30.93
1331	,"6203.TW","海韻電","64.2","-1.23","177","5290000000",-38.97
1332	,"6204.TW","艾華","76","-9.63","291","1755000000",8.99
1333	,"6205.TW","詮欣","61.4","-8.08","768","5049000000",34.36
1334	,"6206.TW","飛捷","119","-4.8","1517","17024000000",26.29
1335	,"6207.TW","雷科","130.5","-6.72","11866","12075000000",-2.51
1336	,"6208.TW","日揚","83","-6","679","7840000000",22.5
1337	,"6209.TW","今國光","69.3","-9.88","7469","12506000000",73.31
1338	,"6210.TW","慶生","18.7","-6.03","14","655000000",125.11
1339	,"6212.TW","理銘","28.7","-2.88","4","2927000000",5.23
1340	,"6213.TW","聯茂","319","-1.85","28505","115976000000",47.94
1341	,"6214.TW","精誠","137","-2.14","1464","37297000000",76.9
1342	,"6215.TW","和椿","99.9","-5.75","1104","8270000000",30.49
1343	,"6216.TW","居易","21.8","-3.54","330","2114000000",-20.84
1344	,"6217.TW","中探針","196.5","-9.86","1675","23031000000",43.91
1345	,"6218.TW","豪勉","36","-3.36","1226","2313000000",14.55
1346	,"6219.TW","富旺","12.75","0.39","474","1593000000",20426.34
1347	,"6220.TW","岳豐","31.6","-9.97","997","4628000000",57.98
1348	,"6221.TW","晉泰","21.25","-2.07","219","3582000000",-21.94
1349	,"6222.TW","立軒","20.4","-0.24","14","1952000000",-55.33
1350	,"6223.TW","旺矽","5600","-9.97","1079","548693000000",65.07
1351	,"6224.TW","聚鼎","58.5","-7.14","901","5010000000",14.7
1352	,"6225.TW","天瀚","26","1.76","79","520000000",846.55
1353	,"6226.TW","光鼎","22.55","-9.98","1629","2605000000",22.5
1354	,"6227.TW","茂綸","106","-6.19","347","8067000000",84.61
1355	,"6228.TW","全譜","18.4","-1.6","13","478000000",-26.57
1356	,"6229.TW","研通","24.2","-4.16","237","976000000",44.67
1357	,"6230.TW","尼得科超眾","113","-4.24","66","9756000000",-3.16
1358	,"6231.TW","系微","230.5","-7.24","551","10522000000",16.86
1359	,"6233.TW","旺玖","22.95","-5.75","522","1859000000",19.71
1360	,"6234.TW","高僑","36.75","-8.12","1661","3689000000",-15.81
1361	,"6235.TW","華孚","39.75","-6.14","1199","7946000000",-3.96
1362	,"6236.TW","中湛","17.05","0","0","710000000",21.49
1363	,"6237.TW","驊訊","35.8","-6.89","590","2851000000",7.55
1364	,"6239.TW","力成","288","-9","43366","218634000000",21.71
1365	,"6240.TW","松崗","18.55","0","16","424000000",-4.94
1366	,"6241.TW","鑫永洋","16.8","-5.08","813","818000000",-1.18
1367	,"6242.TW","立康","35.9","-0.28","8","1141000000",-8.33
1368	,"6243.TW","迅杰","51.6","7.61","15678","2335000000",-56.18
1369	,"6244.TW","茂迪","25.95","-2.08","5050","10043000000",65.82
1370	,"6245.TW","立端","75.9","-5.83","982","11127000000",14.08
1371	,"6246.TW","臺龍","13.85","-5.78","72","524000000",-29.16
1372	,"6248.TW","沛波","17.7","-1.39","115","1769000000",-9.76
1373	,"6257.TW","矽格","214.5","-9.87","7864","103799000000",21
1374	,"6259.TW","百徽","33.2","-9.91","1433","931000000",82.68
1375	,"6261.TW","久元","83.9","-7.7","1030","10780000000",33.71
1376	,"6263.TW","普萊德","152","-3.8","301","9500000000",4.21
1377	,"6264.TW","富裔","6.03","0.67","31","822000000",-90.73
1378	,"6265.TW","方土昶","48","-7.16","3250","5672000000",1209.51
1379	,"6266.TW","泰詠","25.35","-2.5","247","3900000000",1.59
1380	,"6269.TW","台郡","56.2","-8.02","6525","18199000000",-0.99
1381	,"6270.TW","倍微","30.9","-6.93","1154","2229000000",29.73
1382	,"6271.TW","同欣電","203","-9.38","8637","42438000000",10.56
1383	,"6272.TW","驊陞","27.05","-5.75","583","2211000000",-0.02
1384	,"6274.TW","台燿","1170","-9.65","5921","346448000000",107.72
1385	,"6275.TW","元山","45.2","-4.24","550","3627000000",-6.28
1386	,"6276.TW","安鈦克","20.85","-3.92","73","459000000",-59.44
1387	,"6277.TW","宏正","80.5","8.48","3666","9617000000",35.12
1388	,"6278.TW","台表科","164.5","-7.32","5182","48099000000",9.24
1389	,"6279.TW","胡連","115.5","-3.35","562","13746000000",41.2
1390	,"6281.TW","全國電","51.1","-0.97","106","5067000000",-0.86
1391	,"6282.TW","康舒","48.8","-7.92","23945","41774000000",28.28
1392	,"6283.TW","淳安","21.2","-2.97","287","2862000000",-6.63
1393	,"6284.TW","佳邦","81.1","-8.67","2350","12082000000",6.58
1394	,"6285.TW","啟碁","234.5","-8.75","8847","113418000000",84.37
1395	,"6290.TW","良維","232.5","-9.71","4375","39441000000",-2.32
1396	,"6291.TW","沛亨","373.5","-9.45","578","15687000000",52.99
1397	,"6292.TW","迅德","50.2","-5.28","188","2339000000",20.24
1398	,"6294.TW","智基","27.1","-1.81","25","705000000",-9.44
1399	,"6405.TW","悅城","44","-9.09","1325","2895000000",-89.66
1400	,"6409.TW","旭隼","967","-5.2","847","85340000000",5.72
1401	,"6411.TW","晶焱","82.2","-4.64","1128","8178000000",9.84
1402	,"6412.TW","群電","78.9","-5.51","1759","31620000000",-0.77
1403	,"6414.TW","樺漢","395","-1.25","2521","57624000000",56.97
1404	,"6415.TW","矽力*-KY","435","-8.03","8284","169057000000",37.77
1405	,"6416.TW","瑞祺電通","91.3","-3.79","647","6696000000",58.62
1406	,"6417.TW","韋僑","115.5","-6.48","301","4882000000",26.62
1407	,"6418.TW","詠昇","29.1","-8.63","293","1004000000",48.31
1408	,"6419.TW","京晨科","135.5","-5.57","257","1783000000",344.15
1409	,"6423.TW","億而得","67","-7.33","219","2078000000",171.65
1410	,"6425.TW","易發","60.4","-7.08","540","3103000000",25.87
1411	,"6426.TW","統新","157","-8.19","633","6045000000",103.04
1412	,"6431.TW","光麗-KY","17.5","-2.78","245","882000000",37.09
1413	,"6432.TW","今展科","66.1","-9.45","1447","2271000000",18.87
1414	,"6435.TW","大中","290","-6","1208","10863000000",21.6
1415	,"6438.TW","迅得","145","-6.15","853","11919000000",-3.13
1416	,"6441.TW","廣錠","20.8","-4.59","115","1109000000",-48.67
1417	,"6442.TW","光聖","1300","-3.7","2497","103330000000",1.65
1418	,"6443.TW","元晶","29.85","0","9873","15306000000",-11.71
1419	,"6446.TW","藥華藥","1195","-5.16","3378","504812000000",94.88
1420	,"6449.TW","鈺邦","254","-8.63","1872","23339000000",23.29
1421	,"6451.TW","訊芯-KY","429.5","-9.96","1959","46661000000",40.55
1422	,"6456.TW","GIS-KY","64.8","-7.03","2981","21898000000",-48.22
1423	,"6461.TW","益得","15.45","-0.64","188","2755000000",-91.26
1424	,"6462.TW","神盾","99.2","-2.27","903","9052000000",-23.68
1425	,"6464.TW","台數科","77.1","4.03","131","10326000000",-1.29
1426	,"6465.TW","威潤","53.5","-5.14","259","3160000000",42.29
1427	,"6469.TW","大樹","77.8","-0.89","492","11674000000",-4.9
1428	,"6470.TW","宇智","47.3","-1.25","52","1782000000",-33.6
1429	,"6472.TW","保瑞","396","-4.69","1636","50585000000",39.22
1430	,"6474.TW","華豫寧","36.65","-3.17","70","1925000000",29.71
1431	,"6477.TW","安集","38.1","-7.07","5900","4716000000",-10.45
1432	,"6482.TW","弘煜科","27.5","-1.79","24","787000000",-5.85
1433	,"6485.TW","點序","65.5","-5.21","955","3102000000",-6.63
1434	,"6486.TW","互動","77","-2.04","160","3918000000",60.06
1435	,"6488.TW","環球晶","1240","-9.49","11242","592861000000",-1.63
1436	,"6491.TW","晶碩","335","-6.82","614","26130000000",33.94
1437	,"6492.TW","生華科","43.25","-2.37","197","3888000000",-4.76
1438	,"6494.TW","九齊","51.4","-9.51","315","1622000000",45.81
1439	,"6496.TW","科懋","24.75","-1","15","1173000000",10.08
1440	,"6498.TW","久禾光","81.5","-4.12","213","3843000000",8.38
1441	,"6499.TW","益安","64.6","-5.69","370","6262000000",-7.07
1442	,"6504.TW","南六","35.8","-1.38","70","2599000000",10.13
1443	,"6505.TW","台塑化","81.3","1.62","165705","774460000000",18.46
1444	,"6506.TW","雙邦","18.05","-0.82","274","1486000000",30
1445	,"6508.TW","惠光","25.6","-0.78","101","2215000000",-17.6
1446	,"6509.TW","聚和","48.15","-4.27","2613","9489000000",8.49
1447	,"6510.TW","精測","2585","-3.54","330","85121000000",40.19
1448	,"6512.TW","啟發電","20","-0.25","1","505000000",-57.25
1449	,"6515.TW","穎崴","6055","-9.43","746","218210000000",287.9
1450	,"6516.TW","勤崴國際","56.9","-1.56","59","3205000000",58.83
1451	,"6517.TW","保勝光學","73.9","4.08","2732","2259000000",6.14
1452	,"6523.TW","達爾膚","89.6","-3.03","59","4036000000",-6.78
1453	,"6525.TW","捷敏-KY","172.5","-9.92","4735","22260000000",19.84
1454	,"6526.TW","達發","563","-9.05","909","94305000000",14.4
1455	,"6527.TW","明達醫","70.4","-0.85","39","1792000000",-17.37
1456	,"6530.TW","創威","69","-7.38","601","2328000000",8.41
1457	,"6531.TW","愛普*","819","-9.9","3135","133370000000",59.48
1458	,"6532.TW","瑞耘","69.7","-5.68","295","2609000000",18.65
1459	,"6533.TW","晶心科","210","-7.89","1510","10636000000",247.04
1460	,"6535.TW","順藥","90.2","-6.04","258","15139000000",233.53
1461	,"6538.TW","倉和","137","-7.43","1382","5212000000",46.5
1462	,"6541.TW","泰福-KY","38.4","-4.71","656","10175000000",267.35
1463	,"6542.TW","隆中","44.5","0.79","19","1869000000",16.95
1464	,"6546.TW","正基","60.2","-6.23","653","4024000000",-0.77
1465	,"6547.TW","高端疫苗","46.15","-3.25","2003","15171000000",-26.4
1466	,"6548.TW","長科*","73.5","-5.16","7346","69859000000",37.63
1467	,"6550.TW","北極星藥業-KY","12.2","-4.69","1334","9399000000",-18.97
1468	,"6552.TW","易華電","25.75","-6.02","261","2137000000",-23.48
1469	,"6556.TW","勝品","65.5","0.46","25","1883000000",0.13
1470	,"6558.TW","興能高","27.3","-5.7","493","2361000000",25.09
1471	,"6560.TW","欣普羅","33","-6.78","108","1071000000",52.18
1472	,"6561.TW","是方","318","-1.7","93","24790000000",10.18
1473	,"6568.TW","宏觀","140","-7.28","245","4312000000",11.01
1474	,"6569.TW","醫揚","98","-2.49","75","4196000000",17.04
1475	,"6570.TW","維田","46.65","-6.14","143","1731000000",23.79
1476	,"6573.TW","虹揚-KY","20.25","-8.16","1114","1630000000",6.57
1477	,"6574.TW","霈方","130.5","-2.61","197","2869000000",73.91
1478	,"6576.TW","逸達","79.9","-2.08","223","12587000000",-71.84
1479	,"6577.TW","勁豐","74.2","-4.26","71","4456000000",4.97
1480	,"6578.TW","達邦蛋白","16.35","-0.61","73","1176000000",35.8
1481	,"6579.TW","研揚","150","-5.96","497","25417000000",47.1
1482	,"6581.TW","鋼聯","109","0.93","45","12128000000",62.9
1483	,"6582.TW","申豐","32.3","-1.52","45","3429000000",-36.48
1484	,"6584.TW","南俊國際","579","-9.95","597","41168000000",40.64
1485	,"6585.TW","鼎基","123.5","-2.76","441","8908000000",91.44
1486	,"6588.TW","東典光電","71.6","-8.67","446","2484000000",49.1
1487	,"6589.TW","台康生技","44.85","-3.03","832","11296000000",94.32
1488	,"6590.TW","普鴻","66.2","-2.22","7","1652000000",29.55
1489	,"6591.TW","動力-KY","43.4","-4.3","317","1784000000",-48.64
1490	,"6592.TW","和潤企業","60.4","-2.42","704","38767000000",-6.2
1491	,"6593.TW","台灣銘板","33","-3.23","72","1051000000",-1.28
1492	,"6596.TW","寬宏藝術","86","-3.7","323","3268000000",-38.99
1493	,"6597.TW","立誠","63","-5.55","5","1892000000",-14.09
1494	,"6598.TW","ABC-KY","27.65","9.72","1790","2842000000",83.51
1495	,"6603.TW","富強鑫","23.65","-6.52","1307","3960000000",22.71
1496	,"6605.TW","帝寶","129","-1.53","625","21390000000",4.45
1497	,"6606.TW","建德工業","25.9","-0.38","296","2856000000",30.17
1498	,"6609.TW","瀧澤科","39.15","-7.56","648","2836000000",20
1499	,"6612.TW","奈米醫材","70.2","-2.5","47","3335000000",30.19
1500	,"6613.TW","朋億*","328.5","-10","626","25557000000",120.45
1501	,"6614.TW","資拓宏宇","38.2","-2.18","126","3081000000",-19.55
1502	,"6615.TW","慧智","34.6","-0.72","26","747000000",-2.5
1503	,"6616.TW","特昇-KY","9.03","-0.22","6","320000000",-19.77
1504	,"6617.TW","共信-KY","105.5","-8.66","370","13451000000",70
1505	,"6620.TW","漢達","86.5","-3.24","672","14703000000",-21.75
1506	,"6624.TW","萬年清","44.35","-0.22","3","1001000000",-61.66
1507	,"6625.TW","必應","77","-2.04","290","4463000000",-37.18
1508	,"6629.TW","泰金-KY","105","-0.47","47","4029000000",109.42
1509	,"6637.TW","醫影","62.7","-3.83","60","1680000000",300.82
1510	,"6640.TW","均華","937","-9.03","343","27067000000",0.33
1511	,"6641.TW","基士德-KY","17.7","-1.67","24","646000000",28.68
1512	,"6642.TW","富致","76.3","-5.33","316","2853000000",52.49
1513	,"6643.TW","M31","391.5","-4.98","499","16478000000",-23.52
1514	,"6649.TW","台生材","39.3","0","114","1650000000",16.54
1515	,"6651.TW","全宇昕","120.5","-8.71","550","4169000000",19.46
1516	,"6654.TW","天正國際","182","0.55","30","7455000000",240.8
1517	,"6655.TW","科定","121","2.11","23","9749000000",27.04
1518	,"6657.TW","華安","33.95","-5.56","253","3015000000",-45.73
1519	,"6658.TW","聯策","160.5","-8.29","919","5837000000",51.6
1520	,"6661.TW","威健生技","18","-2.44","10","419000000",0.09
1521	,"6662.TW","樂斯科","29.75","-2.46","0","761000000",5.26
1522	,"6664.TW","群翊","362.5","-7.05","571","22156000000",19.32
1523	,"6666.TW","羅麗芬-KY","44.9","-0.11","46","2127000000",29.5
1524	,"6667.TW","信紘科","242","-6.02","393","11925000000",-2.5
1525	,"6668.TW","中揚光","34.6","-3.89","471","2762000000",9.38
1526	,"6669.TW","緯穎","4620","-9.68","1628","858580000000",29.79
1527	,"6670.TW","復盛應用","259.5","-1.33","388","36170000000",7.85
1528	,"6671.TW","三能-KY","24","0.21","29","1458000000",-22.31
1529	,"6672.TW","騰輝電子-KY","241","-9.91","3322","17215000000",68.12
1530	,"6674.TW","鋐寶科技","15.95","-5.62","54","1095000000",-62.32
1531	,"6679.TW","鈺太","219","-8.37","296","12039000000",9.93
1532	,"6680.TW","鑫創電子","56.6","-1.74","37","1355000000",6.99
1533	,"6683.TW","雍智科技","1215","-10","1427","33481000000",24.55
1534	,"6684.TW","安格","49.35","-3.99","266","2198000000",-18.87
1535	,"6689.TW","伊雲谷","60.9","-3.64","261","4141000000",4.42
1536	,"6690.TW","安碁資訊","159.5","-2.74","125","4785000000",7.25
1537	,"6691.TW","洋基工程","704","-6.63","1159","85526000000",115.19
1538	,"6692.TW","進能服","22.75","-8.45","69","1338000000",-17.02
1539	,"6693.TW","廣閎科","191","-9.91","1248","8732000000",106.98
1540	,"6695.TW","芯鼎","52.3","-7.1","1158","4522000000",-17.84
1541	,"6697.TW","東捷資訊","40.15","-2.43","38","1097000000",-3.9
1542	,"6698.TW","旭暉應材","35.6","-7.29","425","2363000000",-39.18
1543	,"6703.TW","軒郁","104","-0.95","80","3770000000",13.63
1544	,"6706.TW","惠特","110.5","-9.43","2842","8679000000",-26.07
1545	,"6708.TW","天擎","37.2","-4","45","1079000000",8.75
1546	,"6712.TW","長聖","150","-2.91","761","15264000000",16.08
1547	,"6715.TW","嘉基","391","-4.87","660","26241000000",-9.2
1548	,"6716.TW","應廣","83.4","-6.4","319","2522000000",60.58
1549	,"6719.TW","力智","223.5","-8.4","2060","18881000000",-3.56
1550	,"6720.TW","久昌","138.5","-1.07","33","4186000000",-18.61
1551	,"6721.TW","信實","52.7","-1.13","35","1291000000",-6.69
1552	,"6722.TW","輝創","33.05","-4.06","52","2921000000",-13.08
1553	,"6725.TW","矽科宏晟","300","-6.25","304","11139000000",15.91
1554	,"6727.TW","亞泰金屬","367.5","-9.93","1114","9879000000",-23.9
1555	,"6728.TW","上洋","108","-1.82","19","3252000000",28.99
1556	,"6730.TW","常廣","35","-5.66","28","1270000000",13.25
1557	,"6732.TW","昇佳電子","193.5","-9.58","1305","9464000000",-14.88
1558	,"6733.TW","博晟生醫","24.1","-3.79","290","3237000000",63.57
1559	,"6735.TW","美達科技","68.5","-6.93","267","3163000000",15.24
1560	,"6739.TW","竹陞科技","1120","-7.82","694","26200000000",101.13
1561	,"6741.TW","91APP*-KY","56.7","-3.08","313","6836000000",32.45
1562	,"6742.TW","澤米","46.4","-9.02","1015","3306000000",-38.55
1563	,"6743.TW","安普新","29.5","-2.64","362","4425000000",29.71
1564	,"6751.TW","智聯服務","40.05","-1.96","17","889000000",-32.62
1565	,"6752.TW","叡揚","97.8","-2.1","66","3632000000",5.54
1566	,"6753.TW","龍德造船","139","-4.79","3569","16298000000",33.41
1567	,"6754.TW","匯僑設計","42.45","0","17","2801000000",-18.5
1568	,"6756.TW","威鋒電子","91.6","-4.58","309","6411000000",50.06
1569	,"6757.TW","台灣虎航","56.2","-2.94","1658","25825000000",27.12
1570	,"6761.TW","穩得","153","-8.66","394","5348000000",0.86
1571	,"6762.TW","達亞","154.5","-9.12","5","5705000000",21.79
1572	,"6763.TW","綠界科技*","41.8","-3.69","688","7692000000",14.37
1573	,"6767.TW","台微醫","25.45","0","1","997000000",-7.36
1574	,"6768.TW","志強-KY","70","-1.41","595","14006000000",5.2
1575	,"6770.TW","力積電","68.9","-9.93","273270","321336000000",68.75
1576	,"6776.TW","展碁國際","53.5","-3.43","309","4899000000",50.7
1577	,"6781.TW","AES-KY","960","-8.13","1318","82001000000",25.58
1578	,"6782.TW","視陽","193","-3.02","291","12159000000",45.95
1579	,"6785.TW","昱展新藥","109","-5.22","152","7281000000",0
1580	,"6788.TW","華景電","349","-9.11","689","13520000000",6.32
1581	,"6789.TW","采鈺","473.5","-9.98","2793","150714000000",15.55
1582	,"6790.TW","永豐實","38.9","-0.13","294","10391000000",-4.83
